ID,link id,advert title,Url,city,phones,description text,images,car id,pubDate,appliedPaidServices,brand,model,year,price,body,engine volume,mileage,gearbox,wheel,color,drive,custom cleared,vin,avtosalon_name_id,Autosalon url
﻿ID,link id,advert title,Url,city,phones,description text,images,car id,pubDate,appliedPaidServices,brand,model,year,price,body,engine volume,mileage,gearbox,wheel,color,drive,custom cleared,vin,avtosalon_name_id,Autosalon url
